original_path	original_status	bytes	sha256	classification	collaborator_destination	disposition	reason
external-results/test1b-production/truth_c0_0.14/restart/step_00000112.npy	UNTRACKED	98432	48d509093321cb4e5c4ca702ae4516be91f5e62f60bf20d264cdc1d12b0fcbe4	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000112.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000113.npy	UNTRACKED	98432	e298a1257fed626ebd02fd1b2a7f597f680ac7bc47f58eb40977d033346bf4d8	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000113.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000114.npy	UNTRACKED	98432	e01c7d4a9eb2dab5cc526e71eb43915ace4a71dc131a028ea93014427a316841	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000114.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000115.npy	UNTRACKED	98432	f71c315d13785272d3c99e7e038b446d5416478053613041f85b7ce6658e91ee	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000115.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000116.npy	UNTRACKED	98432	4f04950258120ebf68f229f6a1a71c6a401d74bf037066fabcf4a7bc60ec4605	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000116.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000117.npy	UNTRACKED	98432	acd2821795384f391bbb6858e6a85da1b2ca43e9a18830fead2f286316f0445a	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000117.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000118.npy	UNTRACKED	98432	bdbb5ae30b40f82e7b652e1a34294d9b20a02fa9d5b7b6a49489d83205372758	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000118.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000119.npy	UNTRACKED	98432	f7dba7eb53aed81cc263530e765e0766386ee3caa0a6124bfcc9b54b65925b1e	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000119.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000120.npy	UNTRACKED	98432	a12eb0b6e96d200057c72e766472f1582b432cee8abbe2e2df7bf2c4326135b1	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000120.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000121.npy	UNTRACKED	98432	605ba233f7a4f2e7a299d2d077063b365a99d47a127471832d57aa935f898e37	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000121.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000122.npy	UNTRACKED	98432	d565acb945a6ab318dd63cf5c7e5b0887d1b9b88f73072d1fc29a77406231cb9	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000122.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000123.npy	UNTRACKED	98432	60afd140e0114db7dc4994a810ffd45f784f873cd5ea6afd993c43dc7e8b9d9f	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000123.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000124.npy	UNTRACKED	98432	70a2b02e7fc24920c718a13d441b6dc8e70efd2ba8696a92f55db143705c8610	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000124.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000125.npy	UNTRACKED	98432	87fb6990f2d747442aa9ed96222dcbbcc42c92c78d1732ac91591e06b9e49c3a	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000125.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000126.npy	UNTRACKED	98432	31331a1d87e7f147bca9b67a993531d180f8f988ad50313add0ab36d1af391a3	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000126.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000127.npy	UNTRACKED	98432	3997a70c870da943ac55d2c56a690220fe0a793b7c17a0ec9edc05d29f2ee7ee	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000127.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000128.npy	UNTRACKED	98432	0d5f9dce6af64ddf91f6e57531eacf4e7d25b004947ee8556e86c0d48adc01c3	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000128.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000129.npy	UNTRACKED	98432	17b4945755636fe49afe1dc1b9d66510247f2aaa91dca70524b238fa52fe7a25	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000129.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000130.npy	UNTRACKED	98432	0418a9e95c57e2da8c32e880a94e6a49e2c3bab43d3da5ea764bb07fc4c81893	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000130.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000131.npy	UNTRACKED	98432	f51f97c955eca31094a8bb4b55d61febd9a285d5cd8b5faacb44675506849dad	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000131.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000132.npy	UNTRACKED	98432	670b8357ad2d82c3f222707e96767ab091669b4b47da9c4cbc1164b44e3d3fca	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000132.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000133.npy	UNTRACKED	98432	0501c10fc9464da618b11471c7d57f76dba03947f69cdb3cee39ed3897748ec5	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000133.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000134.npy	UNTRACKED	98432	48694229e191bc169923d70009a6abf852d6f24375f669c3aa972b56cec657e5	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000134.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000135.npy	UNTRACKED	98432	592199e5c8346de409742c1ad142e4acd5e636be640ec65611d68079131d07a8	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000135.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000136.npy	UNTRACKED	98432	aa214b5e7b53f7b8a2eec1accc5c734ae9a2c8b0e769e78a61755d5389dcc19c	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000136.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000137.npy	UNTRACKED	98432	d87afbd29bd621cc23465055ea6cde8f63765d8b44adcfe12d8d8a37a9bb5730	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000137.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000138.npy	UNTRACKED	98432	7d5c7419aefd807e5cee212d30b0400c8935a4696d62ac0618c74cb6addaf721	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000138.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000139.npy	UNTRACKED	98432	16da34737a4d43e62670053faecc3c8924a483f8042131d8bcec307582ab83fa	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000139.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000140.npy	UNTRACKED	98432	63748a6fccbcdc605b9ade64a1413e155a44dc540d1714b3843641cf1f0262bd	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000140.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000141.npy	UNTRACKED	98432	1adfc5f2bf2163fa343e6929614c0d9cd4e111e073cdd221bf864748ba801df0	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000141.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000142.npy	UNTRACKED	98432	b3fc8373d58ccf7d0feadfa7a0be02c3b088bd46555c4de7d827553570fe65d7	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000142.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000143.npy	UNTRACKED	98432	dd9cf9c25c388d8d962873f6202c6649cf864b12873a49d705a965f73ed128ee	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000143.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000144.npy	UNTRACKED	98432	e50859077fbe5e2e67dda58e36933e9e8d129903003ad9faccff69445fb9cc98	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000144.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000145.npy	UNTRACKED	98432	b99a3849bef4a7f3c9a4f99fb96cd3cf8c9cdfda9fb8f90c1162f475ac34e4e2	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000145.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000146.npy	UNTRACKED	98432	e779f15ad7a1648cdab5e9a949e7cb97eb632ff64735401c518facaaa22a76e2	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000146.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000147.npy	UNTRACKED	98432	3b76dac83c4d46343a2a55b82140ea12c262fc967ec5196f9dc6018b92ef72e1	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000147.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000148.npy	UNTRACKED	98432	db7e940204e79b508047aa434231f95e8dee0dad832307c653ad1e5b8fdf64d2	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000148.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000149.npy	UNTRACKED	98432	e8cff3e8747679b191420f7216e1b54093ebd0f70feab7273e0c90566e7fe2b0	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000149.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000150.npy	UNTRACKED	98432	c82661e4266d904fc75ae1b4d3add5422881559b3f2af112a162141670226fe9	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000150.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000151.npy	UNTRACKED	98432	2fd52fc3bbc054008ebf981d8583f38aa49b80ce35b7f205c38f096cb4b105ca	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000151.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000152.npy	UNTRACKED	98432	c3a243521ab90896e90498608df880a8551e2b68f53db6c1a364459579c69aac	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000152.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000153.npy	UNTRACKED	98432	6d24a089cad52af496e9e930f98eaef0bcb451cb5da5062d7c9c89514531ab96	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000153.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000154.npy	UNTRACKED	98432	3dbca78b60d69588971f8d3b214560858116ed2e514a2f82f056ee1e54c49bb5	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000154.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000155.npy	UNTRACKED	98432	97d726e108925a0c6790873350428b55d32c286774a2a557b2240ade2884497d	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000155.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000156.npy	UNTRACKED	98432	3c8984c95f9c7903171599c49e92a63c2f426e2af1cb67d28383ac7c92616852	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000156.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000157.npy	UNTRACKED	98432	da32fbeadaf7f72ae5f3cf99e09991d1fd72f8403e43ed6d205c5bacbb19015b	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000157.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000158.npy	UNTRACKED	98432	8f231c375a9a399a61c7c15d6aaf417cf512a05b3accf9bebb356327b5d2ed64	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000158.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000159.npy	UNTRACKED	98432	25716c6707d2cbc8ea2067996416c18b7ee93266d0c2bf6d4bed90a8dc9a5c72	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000159.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/restart/step_00000160.npy	UNTRACKED	98432	1d39499b418a8867c82715281c36d41cae01b1ad7ddfae3eca8263cd25c6af77	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/restart/step_00000160.npy	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000000.npz	UNTRACKED	2220	3e4be95a0a6a520f01a2638a14a72b5bc9fb22c3b8c84afe9416beaefad13d13	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000000.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000001.npz	UNTRACKED	2221	43baded5f62da6977d434245a557f30d35e14ee24ab83501ef8f33aa7c51f27b	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000001.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000002.npz	UNTRACKED	2221	af5193a36601160708cbc59ebb34e309def513f709b42d58ebb3365031c31ca7	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000002.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000003.npz	UNTRACKED	2219	8e1091846d8f2a41ee1f968e5eb2b7293264dd1e2d7f0ed4f705f393584f6e15	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000003.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000004.npz	UNTRACKED	2223	94d2767e6131c4e44e6b66322fbecea90a593ad3c9f11c2f14299935339773d6	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000004.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000005.npz	UNTRACKED	2220	3947485a5f4e49097e460d40a7695a5933de4a4d785d1f9e0a2651ad7944b367	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000005.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000006.npz	UNTRACKED	2222	7847733f178a99c499089eaab30568388b8461b7999ba8b682e9e83f8868584e	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000006.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000007.npz	UNTRACKED	2221	03ece71ed9693fc90f0ccda4e54fe4a371ca8cab5cfd43d8b597f0316b96502e	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000007.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000008.npz	UNTRACKED	2221	d6ad2bf1e9c5698804048c241f263f131a26791030c1d1ea5647cbe38f54be71	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000008.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000009.npz	UNTRACKED	2224	de1437b896d15d3eb63ed38fb4d977814b0ad1cf4b1c765f8d790b38666e4d91	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000009.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000010.npz	UNTRACKED	2222	dc67f65c23011339e529778018ff8db390e761ae5aeb83fdbee9c7d5dcf11a39	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000010.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000011.npz	UNTRACKED	2221	3c3dfb7d0542d34df7d265711461330346bf495bb03344d50f28dafcf7b75402	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000011.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000012.npz	UNTRACKED	2221	096d8b73696fb58018a556b94efd953cb60f329fe4ae2e70121f0ca20a666a8e	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000012.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000013.npz	UNTRACKED	2223	45371933b12c7fd5d6b32d1ce886f669a7bcaacc9294870f7ffc16cbad6e26b4	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000013.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000014.npz	UNTRACKED	2222	6346b9f204017f70a50fc9231e346aa5c4c395271ced33a7e441377b91c40a68	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000014.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000015.npz	UNTRACKED	2226	f533c2a75105eb930cda97fb73af1c69823854823fff6331e222680928b2f5b2	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000015.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000016.npz	UNTRACKED	2222	7e20227930f3c5d4f0a5dfe7fc7b8762a756a536f4be83954fcb65c5a9e575ba	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000016.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000017.npz	UNTRACKED	2221	efa108d93ef02cbdda51f7ed36035a7b5bbdfb27d92b27d31c3385978a8cab57	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000017.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000018.npz	UNTRACKED	2221	7a6120413318e59074fb804d622fd2bb9a74224dcd007b3a30f8721fc579de85	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000018.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000019.npz	UNTRACKED	2222	c3dc48521c0e5de9e267c6a923823ae5e8169aae65525e69339785b1557aa57c	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000019.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000020.npz	UNTRACKED	2223	43da34724974ab98130f113163a6ca03d4695d9c6af0f5e352c441731ecfde6d	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000020.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000021.npz	UNTRACKED	2224	da1a03d65524b8c1715aba890df6e940223a5a4cea1e3b11e8d7ba31d13fbbb8	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000021.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000022.npz	UNTRACKED	2222	d691cdb8c3481f52733bd6521eca4891b104ec8820746a30a031484f43f0d105	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000022.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000023.npz	UNTRACKED	2223	09d953db87fbf03be009c5f89f17d482ecec03b39900afc1ccb9e32f6cf91618	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000023.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000024.npz	UNTRACKED	2222	6d7cd40982dd0391cc5802d2ccb7b080ea615bdec656ab3365c7683145f3ea74	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000024.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000025.npz	UNTRACKED	2224	dda6193a1e967a5a80d913a2b27795de9ac834e479bda56642087860f9225d37	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000025.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000026.npz	UNTRACKED	2221	c2ef9affc1ad6414ea8265b3e94446fb01eea9ac562a84f043204078a4f932a4	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000026.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000027.npz	UNTRACKED	2221	5793e615e2b82bff3efc1e2e6ed38ce4120f188520b0fa54211933b10bbdb6d1	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000027.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000028.npz	UNTRACKED	2224	f878c1bdf2e7b934c1dba3cc2ce1a9a714e4e602738661c702a2cbca6ea20fcc	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000028.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000029.npz	UNTRACKED	2224	17acac26973ed1875b37167ffef7b13c4e6b8159770a9372ef69d44dbee41dc9	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000029.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000030.npz	UNTRACKED	2222	cf3099360e5f2cb809b7038388a0b394681ca2cb915a9a8baaa2a0199655d852	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000030.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000031.npz	UNTRACKED	2220	351ffac5b7c046f5c428aec0186baefdf187a236e375c99503b8798336a9b561	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000031.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
external-results/test1b-production/truth_c0_0.14/spectra/step_00000032.npz	UNTRACKED	2221	b4a973eab18f839ce31dbb4831ee01c497b2b81e6215966d4593bbbd643c6e59	ARCHAEOLOGY	external-results/test1b-production/truth_c0_0.14/spectra/step_00000032.npz	RETAINED_LOCAL_NOT_VERSIONED	preparatory or earlier campaign evidence
