run_id,physical_case,representation,campaign_role,trained_objective,fitted_column,J_M1_X,J_M1_Y,J_M2_X,J_H1,J_H2,J_H5,source_artifacts,interpretation
t2b-b-m2x-independent,Test 2B,B,accepted core,M2-X,J_M2_X,0.1475171512250105,NOT_EVALUATED,1.863373258646678e-05,0.0002177195124852273,0.0004637982508129189,0.0014475034220879873,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/m2x-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/representation_b_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-b-m2x-warm,Test 2B,B,accepted warm-start branch,M2-X,J_M2_X,0.0014203985431530742,NOT_EVALUATED,1.4814244410556754e-05,0.000182533611581106,0.00038974981118315157,0.0012002049966588278,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/m1-to-m2x-m20-5k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/representation_b_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-b-h1,Test 2B,B,accepted horizon ladder,H1,J_H1,0.002448112289273547,NOT_EVALUATED,7.816423250374127e-05,2.2820014210665148e-05,3.99499252746403e-05,7.428577345792135e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/representation_b_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-b-h2,Test 2B,B,accepted horizon ladder,H2,J_H2,0.0024477556169140817,NOT_EVALUATED,7.783796743255358e-05,2.2798499371866257e-05,3.990593206801135e-05,7.420138285232397e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h2-from-h1-m20-20/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/representation_b_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-b-h5,Test 2B,B,accepted horizon ladder,H5,J_H5,0.002447240636862587,NOT_EVALUATED,7.755821006444219e-05,2.2913030788814663e-05,3.997142797819969e-05,7.397756301974212e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h5-from-h2-m20-20/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/representation_b_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-m1x,Test 2B,C,accepted core,M1-X,J_M1_X,3.8697519765561936e-05,0.00028486906372740675,2.910555341715176e-05,0.0002729769270888485,0.0005873496433688943,0.001876094170907754,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_C_matched.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-m2x-independent,Test 2B,C,accepted core,M2-X,J_M2_X,0.575639990437488,NOT_EVALUATED,1.538900036045785e-05,0.00014091298515868874,0.0009067598546577219,0.01313799166794933,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-m2x-warm,Test 2B,C,accepted warm-start branch,M2-X,J_M2_X,0.003987969470579108,NOT_EVALUATED,1.4039537322282988e-05,0.00017998973063849757,0.0005013015676922844,0.0024027172684166994,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-h1,Test 2B,C,accepted horizon ladder,H1,J_H1,0.0074372905560185325,NOT_EVALUATED,7.690486481498347e-05,3.426713133257584e-05,0.00023343392561144002,0.002564548446179087,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-h2,Test 2B,C,accepted horizon ladder,H2,J_H2,0.007527349584941568,NOT_EVALUATED,8.8855979764991e-05,7.7326662637472e-05,0.00014003948998326003,0.001527644917579688,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h2-from-h1-m20-20/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-h5,Test 2B,C,accepted horizon ladder,H5,J_H5,0.008536665646041872,NOT_EVALUATED,0.0004467314230073797,0.0005370818889474348,0.000521414324370733,0.0007034132450114223,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h5-from-h2-m20-20/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/representation_c_final_comparison.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-btp-m1x-ablation,Test 2B,BTP,rain-output-transform ablation,M1-X,J_M1_X,3.0237209761157905e-05,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-BTP/m1-seed0-m20-10k/fit_result.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-btpl-m1x-ablation,Test 2B,BTPL,rain-output-transform ablation,M1-X,J_M1_X,2.732611191072585e-05,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-BTPL/m1-seed0-m20-10k/fit_result.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-a-m1y,Test 2B,A,matched M1-X/M1-Y control,M1-Y,J_M1_Y,9.89534040909144e-05,2.4395096189055723e-05,7.604814029103235e-05,1.675512278641741e-05,2.603019045207213e-05,4.0136988396531386e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-b-m1y,Test 2B,B,matched M1-X/M1-Y control,M1-Y,J_M1_Y,0.0001161388011332269,3.261043519805744e-05,8.769001149911586e-05,2.0652289847249888e-05,3.0092041692992787e-05,4.384985073755394e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
t2b-c-m1y,Test 2B,C,matched M1-X/M1-Y control,M1-Y,J_M1_Y,0.00010581536608379215,3.805860067388399e-05,9.29781826051466e-05,2.2213221713117333e-05,3.652920616761063e-05,6.189595677418655e-05,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/fit_result.json; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_C_matched.json,The fitted_column value is the terminal training objective; every other numeric cell is a post-hoc diagnostic evaluation.
